Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,Total_Approved_Units,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Grade_Improvement
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,2.1339467985720155,No,0,6,9,6,14.77777777777778,0,0,6,11,5,12.2,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.311680249174718,0.9999999998333333,0.8333333331944445,-0.7498703270683804
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Unskilled Workers,Machine Operators,No,No,No,Yes,Male,No,1.2095958961239486,No,0,3,4,0,0.0,0,0,4,8,0,0.0,0,1.7397314879516577,0.3,-0.40621112311617363,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Over 23 years old,2,Informatics Engineering,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Male,No,1.394466076613562,No,0,2,2,0,0.0,0,0,2,2,0,0.0,0,-1.4890428695279747,2.6,0.14012166938988344,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Over 23 years old,2,Management,Daytime,Basic education 2nd cycle,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,No,Male,No,0.6549853546551084,No,0,4,4,0,0.0,0,0,5,0,0,0.0,0,0.4256954122332026,3.7,-0.7498720732409514,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Over 23 years old,2,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,No,Male,No,0.8398555351447219,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Married,Over 23 years old,2,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,Yes,2.1339467985720155,No,0,5,5,5,11.4,0,0,5,7,5,11.6,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.14389326665476757,0.9999999998,0.9999999998,0.21128218598998497
Single,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Armed Forces,No,No,No,Yes,Male,No,1.2095958961239486,No,3,9,13,6,11.666666666666666,0,2,7,10,6,10.857142857142858,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,0.4794672316946684,0.6666666665925925,0.8571428570204082,-0.13802809875579716
Single,Transfer,1,Informatics Engineering,Daytime,Secondary education,Portuguese,2nd cycle general high school,Unknown,Student,Student,Yes,No,No,Yes,Male,No,2.1339467985720155,No,6,10,12,7,11.285714285714286,0,2,8,8,5,13.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,0.4794672316946684,0.69999999993,0.624999999921875,0.7352476131086592
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Farmers/Ag Workers,Technicians & Professionals,No,No,No,Yes,Male,Yes,-0.8239760892617984,No,0,6,12,4,11.5,0,0,6,10,5,12.6,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,-0.02389371586518287,0.6666666665555555,0.8333333331944445,0.5226956002208952
Single,1st phase—general contingent,1,Management (evening attendance),Evening,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,Yes,0.28524499367588174,No,0,5,5,5,16.0,0,0,5,5,5,16.0,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.14389326665476757,0.9999999998,0.9999999998,0.14207920504978297
Single,1st phase—general contingent,3,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Male,Yes,-0.8239760892617984,No,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.19974835583328465
Single,2nd phase—general contingent,4,Informatics Engineering,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Male,No,-0.8239760892617984,No,0,5,7,4,12.0,0,0,5,10,3,13.0,3,-1.4890428695279747,2.6,0.14012166938988344,Enrolled,-0.35946768090508374,0.79999999984,0.59999999988,0.4880941097507942
Married,Change in course,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Male,No,-0.26936554779295835,No,0,5,11,0,0.0,2,0,5,11,3,11.666666666666666,1,-0.8132528877299118,-0.8,-1.3755112388527264,Enrolled,-1.0306156109848854,0.0,0.59999999988,4.178919759894914
Single,Transfer,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Machine Operators,Yes,No,No,Yes,Male,No,-0.26936554779295835,No,0,5,10,5,13.0,0,0,5,10,5,12.6,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.14389326665476757,0.9999999998,0.9999999998,0.0036732431693783634
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Scientific Specialists,Farmers/Ag Workers,No,No,No,Yes,Male,No,1.7642064375927886,No,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,2.6606980044540243,0.7222222221820987,0.9999999999166667,-0.422254627617342
Single,1st phase—general contingent,4,Informatics Engineering,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Service/Sales/Security,Yes,No,No,Yes,Male,Yes,-0.08449536730334498,No,0,5,9,3,12.333333333333334,0,0,6,14,3,12.5,0,-0.17500679380951956,0.6,0.8891263042772198,Dropout,-0.5272546634250341,0.59999999988,0.49999999991666666,0.19974835583328465
Single,Holders of other higher courses,1,Agronomy,Daytime,Higher education—degree,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,No,Male,No,1.7642064375927886,No,11,17,31,11,12.727272727272728,4,10,12,24,10,12.7,1,1.476924272807967,2.8,-1.7896667428492534,Dropout,1.9895500743742225,0.6470588234913495,0.8333333332638889,0.13264243492157293
Single,Change in course,1,Advertising and Marketing Management,Daytime,Frequency of higher education,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,No,No,Yes,Male,No,2.1339467985720155,No,1,5,5,1,14.0,0,0,5,5,0,0.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,-1.3661895760247864,0.19999999996,0.0,-4.702129460764374
Single,3rd phase—general contingent,3,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,No,Male,No,0.10037481318626838,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,-1.0009723271182625,1.4,1.545606837207885,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Farmers/Ag Workers,No,No,No,Yes,Male,No,2.1339467985720155,No,0,6,8,5,11.4,0,1,6,12,3,11.0,1,-1.4890428695279747,2.6,0.14012166938988344,Enrolled,-0.1916806983851333,0.8333333331944445,0.49999999991666666,0.0036732431693783634
Married,Change in course,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,No,No,Yes,Male,No,2.1339467985720155,No,0,5,5,0,0.0,0,0,5,5,1,10.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,-1.3661895760247864,0.0,0.19999999996,3.602228252059895
Married,Over 23 years old,1,Agronomy,Daytime,Higher education—degree,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Administrative Staff,Farmers/Ag Workers,No,No,No,Yes,Male,No,1.7642064375927886,No,0,6,8,6,18.875,0,6,12,14,12,17.692307692307693,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,1.486189126814371,0.9999999998333333,0.9999999999166667,-0.2671499610869895
Single,1st phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,No,No,Yes,Male,No,-0.4542357282825717,No,0,6,12,0,0.0,0,0,6,12,0,0.0,0,-1.4890428695279747,2.6,0.14012166938988344,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,2.1339467985720155,No,0,7,15,6,11.333333333333334,0,0,7,16,4,12.6,0,1.7397314879516577,0.3,-0.40621112311617363,Enrolled,0.14389326665476757,0.8571428570204082,0.5714285713469388,0.5803647510043969
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education—degree (1st cycle),Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Farmers/Ag Workers,Yes,No,No,Yes,Male,No,2.1339467985720155,No,3,7,9,7,13.5,0,0,5,6,5,16.2,0,-1.0009723271182625,1.4,1.545606837207885,Dropout,0.4794672316946684,0.9999999998571428,0.9999999998,1.076319447742513
Married,Over 23 years old,1,Tourism,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Armed Forces,No,No,No,Yes,Male,No,2.1339467985720155,No,7,11,12,2,15.0,7,4,9,10,3,10.0,4,1.7397314879516577,0.3,-0.40621112311617363,Graduate,-0.6950416459449846,0.18181818180165288,0.3333333332962963,-1.5879953184552733
Single,Over 23 years old,1,Informatics Engineering,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Administrative Staff,No,No,Yes,No,Male,No,1.0247257156343352,No,0,5,10,0,0.0,0,0,5,7,0,0.0,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,1.5793362571031753,No,9,9,9,9,14.22222222222222,0,5,5,5,5,12.8,0,0.4256954122332026,3.7,-0.7498720732409514,Dropout,0.8150411967345693,0.9999999998888889,0.9999999998,-0.3500308816360985
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Service/Sales/Security,Unskilled Workers,No,No,Yes,No,Male,No,-0.8239760892617984,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Enrolled,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Unskilled Workers,Armed Forces,No,No,Yes,No,Male,No,2.1339467985720155,No,2,7,14,4,12.0,2,0,6,16,0,0.0,1,1.476924272807967,2.8,-1.7896667428492534,Dropout,-0.862828628464935,0.5714285713469388,0.0,-4.010099651362352
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,-0.6391059087721851,No,0,5,9,5,12.6,1,0,5,8,4,12.0,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,-0.02389371586518287,0.9999999998,0.79999999984,-0.06552973777082363
Single,International student (bachelor),1,Animation and Multimedia Design,Daytime,Secondary education,Santomean,Secondary Education,Secondary Education,Scientific Specialists,Unskilled Workers,No,No,No,Yes,Male,No,-0.26936554779295835,Yes,6,12,12,12,15.083333333333334,0,4,11,15,11,13.083333333333334,0,-1.0009723271182625,1.4,1.545606837207885,Enrolled,2.3251240394141233,0.9999999999166667,0.9999999999090909,-0.5499506043522395
Single,3rd phase—general contingent,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Technicians & Professionals,Service/Sales/Security,No,No,No,Yes,Male,Yes,-0.8239760892617984,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Male,No,-0.4542357282825717,No,0,6,8,6,14.5,0,0,6,10,6,15.3,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.4188911288105922
Single,Over 23 years old,1,Communication Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,No,No,No,Yes,Male,No,2.1339467985720155,No,0,6,6,6,14.5,0,0,6,6,6,13.5,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.20393569965122826
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Administrative Staff,Machine Operators,No,No,No,Yes,Male,No,0.8398555351447219,No,0,5,12,3,10.0,0,0,5,12,1,13.0,0,-1.4890428695279747,2.6,0.14012166938988344,Enrolled,-0.862828628464935,0.59999999988,0.19999999996,1.1801239191528166
Single,2nd phase—general contingent,2,Informatics Engineering,Daytime,Secondary education,Portuguese,Other—11th Year,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Male,No,-0.6391059087721851,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,-0.8239760892617984,No,0,5,5,5,11.6,0,0,5,5,5,13.2,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.14389326665476757,0.9999999998,0.9999999998,0.6957030525714009
Married,Over 23 years old,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Administrative Staff,No,No,No,Yes,Male,No,2.1339467985720155,No,0,6,10,4,11.75,0,0,6,7,0,0.0,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,-0.862828628464935,0.6666666665555555,0.0,-3.923595925187099
Single,3rd phase—general contingent,3,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Farmers/Ag Workers,Yes,No,No,Yes,Male,No,-0.8239760892617984,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.8762220667652447,-0.3,0.347199421388147,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Male,No,-0.8239760892617984,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,2nd phase—general contingent,5,Tourism,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,Yes,Yes,Male,Yes,-0.4542357282825717,No,0,6,7,0,0.0,0,0,6,6,0,0.0,0,-1.0009723271182625,1.4,1.545606837207885,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,No,Yes,No,Male,No,1.2095958961239486,No,0,5,7,4,11.25,0,0,5,8,4,11.8,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-0.1916806983851333,0.79999999984,0.79999999984,0.3323874026353394
Single,Over 23 years old,1,Equiniculture,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Armed Forces,Yes,No,Yes,Yes,Male,No,2.1339467985720155,No,0,6,9,5,11.571428571428571,0,0,6,11,0,0.0,0,0.8762220667652447,-0.3,0.347199421388147,Dropout,-0.6950416459449846,0.8333333331944445,0.0,-3.861807549347633
Single,1st phase—general contingent,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,-0.8239760892617984,No,0,5,7,4,10.0,0,0,5,8,1,16.0,0,-0.2876384574425296,1.4,0.7657608350016585,Enrolled,-0.6950416459449846,0.79999999984,0.19999999996,2.2181686332558503
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Legislative/Executive Officers,No,No,No,Yes,Male,Yes,-0.4542357282825717,No,0,6,11,5,13.833333333333334,0,0,6,13,6,12.3,0,1.476924272807967,2.8,-1.7896667428492534,Enrolled,0.311680249174718,0.8333333331944445,0.9999999998333333,-0.3884769821584342
Single,Change in course,1,Communication Design,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Machine Operators,Skilled Industry Workers,Yes,No,No,Yes,Male,No,-0.4542357282825717,No,3,6,6,4,12.75,0,3,9,12,3,12.666666666666666,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,-0.35946768090508374,0.6666666665555555,0.3333333332962963,0.11324462965803184
Married,Over 23 years old,2,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,2.1339467985720155,No,0,4,4,0,0.0,0,0,5,9,0,0.0,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Technological specialization diploma holders,1,Equiniculture,Daytime,Technological specialization course,Portuguese,Doctorate,Secondary Education,Scientific Specialists,Service/Sales/Security,Yes,No,No,Yes,Male,No,-0.6391059087721851,No,1,6,13,5,11.6,0,1,6,12,2,11.0,0,0.8762220667652447,-0.3,0.347199421388147,Enrolled,-0.35946768090508374,0.8333333331944445,0.33333333327777775,-0.06552973777082363
Married,Over 23 years old,1,Veterinary Nursing,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Other Situation,Other Situation,No,No,No,No,Male,No,1.2095958961239486,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.4256954122332026,3.7,-0.7498720732409514,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,-0.8239760892617984,No,0,6,6,4,11.25,0,0,6,10,3,10.333333333333334,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-0.35946768090508374,0.6666666665555555,0.49999999991666666,-0.1751011242594771
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Legislative/Executive Officers,Farmers/Ag Workers,No,No,No,No,Male,No,0.28524499367588174,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.8762220667652447,-0.3,0.347199421388147,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Service/Sales/Security,No,No,No,Yes,Male,No,-0.4542357282825717,No,0,6,6,6,14.333333333333334,0,0,6,7,6,15.0,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.3727558081837903
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,Yes,No,Male,No,2.1339467985720155,No,0,6,7,0,0.0,0,0,5,5,0,0.0,0,1.7397314879516577,0.3,-0.40621112311617363,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Change in course,2,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Male,Yes,1.0247257156343352,No,18,23,23,20,13.5,3,18,23,23,20,13.5,3,-1.4890428695279747,2.6,0.14012166938988344,Graduate,5.177502742253281,0.8695652173534971,0.8695652173534971,0.14207920504978297
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,0.10037481318626838,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.2,0,-1.4890428695279747,2.6,0.14012166938988344,Enrolled,0.311680249174718,0.9999999998333333,0.8333333331944445,-0.0193944171440223
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Male,No,-0.8239760892617984,No,0,7,7,7,12.444285714285714,0,0,8,11,7,11.347142857142858,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.8150411967345693,0.9999999998571428,0.874999999890625,-0.23754857610789754
Single,1st phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Administrative Staff,Yes,No,No,Yes,Male,No,0.10037481318626838,No,0,5,7,3,10.666666666666666,1,0,5,7,3,11.333333333333334,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,-0.5272546634250341,0.59999999988,0.59999999988,0.3727558081837909
Single,Change in course,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Male,No,-0.08449536730334498,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,-1.4890428695279747,2.6,0.14012166938988344,Enrolled,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Male,Yes,-0.08449536730334498,No,1,6,6,6,12.666666666666666,0,1,6,6,5,12.4,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.311680249174718,0.9999999998333333,0.8333333331944445,0.04980856379618031
Single,Over 23 years old,1,Management (evening attendance),Evening,Other—11th year,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Male,No,1.949076618082402,No,0,5,5,5,13.2,0,0,5,6,5,14.833333333333334,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.14389326665476757,0.9999999998,0.9999999998,0.7072368827281018
Single,Short cycle diploma holders,1,Agronomy,Daytime,Professional higher technical course,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Male,No,-0.26936554779295835,No,7,12,20,10,12.7,0,5,12,14,11,12.181818181818182,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,1.9895500743742225,0.8333333332638889,0.9166666665902777,-0.03721942738619538
Married,Over 23 years old,1,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Service/Sales/Security,No,No,No,Yes,Male,No,2.1339467985720155,No,0,5,6,5,14.833333333333334,0,0,5,5,5,14.8,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,0.14389326665476757,0.9999999998,0.9999999998,0.13054537489308266
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,No,Male,No,2.1339467985720155,No,4,10,10,4,11.5,0,1,7,8,1,12.0,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,-0.6950416459449846,0.39999999996,0.1428571428367347,0.3150866574002886
Divorced,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Other Situation,Blank,No,No,No,Yes,Male,No,2.1339467985720155,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.4256954122332026,3.7,-0.7498720732409514,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,3rd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Male,No,-0.4542357282825717,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,2nd phase—general contingent,6,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Farmers/Ag Workers,Yes,No,No,Yes,Male,No,-0.4542357282825717,No,0,5,7,3,12.666666666666666,1,0,5,12,2,12.5,0,-0.8132528877299118,-0.8,-1.3755112388527264,Enrolled,-0.6950416459449846,0.59999999988,0.39999999992,0.08441005426628131
Single,1st phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Scientific Specialists,Machine Operators,Yes,No,No,Yes,Male,Yes,-0.4542357282825717,No,0,6,7,6,14.714285714285714,0,0,6,6,6,12.5,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.6240966553595988
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Male,No,-0.4542357282825717,No,0,6,11,3,13.666666666666666,0,0,6,13,4,10.25,0,-0.8132528877299118,-0.8,-1.3755112388527264,Enrolled,-0.35946768090508374,0.49999999991666666,0.6666666665555555,-1.0401383860120053
